start_index,end_index,field_length,field_name
0,4,4,administration_date
4,6,2,grade_level_tested
6,8,2,esc_region_number
8,17,9,county_district_campus_number
17,32,15,district_name
32,47,15,campus_name
47,62,15,last_name
62,72,10,first_name
72,73,1,middle_initial
73,82,9,student_id
82,83,1,sex_code
83,91,8,date_of_birth
91,92,1,blank_14
92,93,1,hispanic_latino_code
93,94,1,american_indian_alaska_native_code
94,95,1,asian_code
95,96,1,black_african_american_code
96,97,1,native_hawaiian_pacific_islander_code
97,98,1,white_code
98,99,1,ethnicity/race_reporting_category
99,100,1,economic_disadvantage_code
100,101,1,title_i_part_a_indicator_code
101,102,1,migrant_indicator_code
102,106,4,blank_27
106,107,1,emergent_bilingual_indicator_code
107,108,1,bilingual_indicator_code
108,109,1,esl_indicator_code
109,110,1,fall_2022_tsds_peims_homeless_status_code
110,111,1,special_ed_indicator_code
111,112,1,section_504_indicator_code
112,116,4,blank_34
116,117,1,gifted_talented_indicator_code
117,118,1,at_risk_indicator_code
118,122,4,blank_37
122,131,9,local_student_id
131,140,9,blank_40
140,142,2,enrolled_grade_41
142,143,1,blank_42
143,152,9,fall_2022_tsds_peims_county_district_campus_number
152,154,2,fall_2022_tsds_peims_student_language_code
154,156,2,fall_2022_tsds_peims_student__attribution_code
156,162,6,family_portal_unique_access_code
162,163,1,migrant_student_in_texas_migrant_interstate_program_(tmip)
163,164,1,fall_2022_tsds_peims_military_connected_student_code
164,165,1,fall_2022_tsds_peims_foster_care_indicator_code
165,185,20,blank_51
185,186,1,fall_2022_tsds_peims_dyslexia_indicator_code
186,189,3,blank_53
189,190,1,new_to_texas
190,200,10,tx_unique_student_id
200,204,4,local_use_reading_language_arts
204,208,4,local_use_mathematics
208,212,4,blank_60
212,216,4,local_use_social_studies
216,220,4,local_use_science
220,221,1,agency_use_code_a_reading_language_arts
221,222,1,agency_use_code_b_reading_language_arts
222,223,1,agency_use_code_c_reading_language_arts
223,224,1,agency_use_code_d_reading_language_arts
224,225,1,agency_use_code_e_reading_language_arts
225,226,1,agency_use_code_a_mathematics
226,227,1,agency_use_code_b_mathematics
227,228,1,agency_use_code_c_mathematics
228,229,1,agency_use_code_d_mathematics
229,230,1,agency_use_code_e_mathematics
230,235,5,blank_73
235,236,1,agency_use_code_a_social_studies
236,237,1,agency_use_code_b_social_studies
237,238,1,agency_use_code_c_social_studies
238,239,1,agency_use_code_d_social_studies
239,240,1,agency_use_code_e_social_studies
240,241,1,agency_use_code_a_science
241,242,1,agency_use_code_b_science
242,243,1,agency_use_code_c_science
243,244,1,agency_use_code_d_science
244,245,1,agency_use_code_e_science
245,246,1,eoc/above_grade_reading_language_arts
246,247,1,eoc/above_grade_mathematics
247,248,1,eoc/above_grade_social_studies
248,249,1,eoc/above_grade_science
249,251,2,blank_88
251,252,1,speech_to_text_reading_language_arts
252,253,1,braille_reading_language_arts
253,254,1,large_print_reading_language_arts_1_=_yes
254,255,1,non_embedded_designated_supports_reading_language_arts
255,256,1,extra_day_reading_language_arts
256,258,2,blank_96
258,259,1,text_to_speech_reading_language_arts
259,260,1,blank_98
260,261,1,spelling_assistance_reading_language_arts
261,262,1,content_and_language_supports__reading_language_arts
262,263,1,asl_signed_videos_reading_language_arts
263,272,9,blank_102
272,273,1,braille_mathematics
273,274,1,large_print_mathematics
274,275,1,non_embedded_designated_supports_mathematics
275,276,1,extra_day_mathematics
276,277,1,basic_calculator_mathematics
277,278,1,blank_108
278,279,1,text_to_speech_mathematics
279,281,2,blank_110
281,282,1,content_and_language_supports__mathematics
282,283,1,asl_signed_videos_mathematics
283,285,2,blank_113
285,286,1,auto_text_to_speech_reading_language_arts
286,287,1,auto_text_to_speech_mathematics__1_=_yes
287,288,1,auto_text_to_speech_social_studies
288,289,1,auto_text_to_speech_science
289,311,22,blank_118
311,312,1,speech_to_text_social_studies
312,313,1,braille_social_studies
313,314,1,large_print_social_studies
314,315,1,non_embedded_designated_supports_social_studies
315,316,1,extra_day_social_studies
316,318,2,blank_124
318,319,1,text_to_speech_social_studies
319,320,1,blank_127
320,321,1,spelling_assistance_social_studies
321,322,1,content_and_language_supports__social_studies
322,323,1,asl_signed_videos_social_studies
323,331,8,blank_131
331,332,1,speech_to_text_science
332,333,1,braille_science
333,334,1,large_print_science
334,335,1,non_embedded_designated_supports_science
335,336,1,extra_day_science
336,337,1,basic_calculator_science
337,338,1,blank_138
338,339,1,text_to_speech_science
339,340,1,blank_140
340,341,1,spelling_assistance___science
341,342,1,content_and_language_supports_science
342,343,1,asl_signed_videos_science
343,350,7,blank_144
350,351,1,score_code_reading_language_arts
351,352,1,score_code_mathematics
352,353,1,blank_148
353,354,1,score_code_social_studies
354,355,1,score_code_science
355,356,1,score_code_default_reading_language_arts
356,357,1,score_code_default_mathematics___1_=_the_score_code_was_defaulted_to_“o”_because_the_score_code_was_left
357,358,1,blank_154
358,359,1,score_code_default_social_studies___1_=_the_score_code_was_defaulted_to_“o”_because_the_score_code_was_left
359,360,1,score_code_default_science
360,400,40,blank_157
400,402,2,reading_language_arts_reporting_category_1_scores
402,404,2,reading_language_arts_reporting_category_2_scores
404,406,2,performance_level_indicator_reading_language_arts
406,408,2,reading_language_arts_raw_score
408,412,4,reading_language_arts_scale_score
412,413,1,reading_language_arts_test_language_version
413,414,1,reading_language_arts_test_version
414,415,1,test_administration_mode_reading_language_arts
415,422,7,blank_167
422,423,1,meets_grade_level_in_reading_language_arts
423,424,1,approaches_grade_level_in_reading_language_arts
424,425,1,masters_grade_level_in_reading_language_arts
425,444,19,blank_171
444,445,1,el_performance_measure_reading_language_arts
445,450,5,blank_176
450,495,45,item_reporting_category_numbers_reading_language_arts
495,502,7,blank_179
502,547,45,item_student_responses_reading_language_arts
547,554,7,blank_181
554,599,45,item_correct_responses_reading_language_arts
599,606,7,blank_183
606,611,5,lexile_measure_184
611,614,3,percentile_185
614,616,2,extended_constructed_response_score
616,750,134,blank_188
750,752,2,mathematics_reporting_category_1_scores
752,754,2,mathematics_reporting_category_2_scores
754,756,2,mathematics_reporting_category_3_scores
756,758,2,mathematics_reporting_category_4_scores
758,760,2,performance_level_indicator_mathematics
760,762,2,mathematics_raw_score
762,766,4,mathematics_scale_score
766,767,1,mathematics_test_language_version
767,768,1,mathematics_test_version
768,769,1,test_administration_mode__mathematics
769,776,7,blank_200
776,777,1,meets_grade_level_in_mathematics
777,778,1,approaches_grade_level_in_mathematics
778,779,1,masters_grade_level_in_mathematics
779,797,18,blank_204
