start_index,end_index,field_length,field_name
0,4,4,administration_date
4,6,2,grade_level_code
6,8,2,esc_region_number
8,17,9,county_district_campus_number
17,32,15,district_name
32,47,15,campus_name
47,62,15,last_name
62,72,10,first_name
72,73,1,middle_initial
73,82,9,student_id
82,83,1,sex_code
83,91,8,date_of_birth
91,92,1,blank_14
92,93,1,hispanic_latino_code
93,94,1,american_indian_alaska_native_code
94,95,1,asian_code
95,96,1,black_african_american_code
96,97,1,native_hawaiian_pacific_islander_code
97,98,1,white_code
98,99,1,ethnicity/race_reporting_category
99,100,1,economic_disadvantage_code
100,101,1,title_i_part_a_indicator_code
101,102,1,migrant_indicator_code
102,106,4,blank_27
106,107,1,emergent_bilingual_indicator_code
107,108,1,bilingual_indicator_code
108,109,1,esl_indicator_code
109,110,1,fall_2022_tsds_peims_homeless_status_code
110,111,1,special_ed_indicator_code
111,112,1,section_504_indicator_code
112,116,4,blank_34
116,117,1,gifted_talented_indicator_code
117,118,1,at_risk_indicator_code
118,122,4,blank_38
122,131,9,local_student_id
131,143,12,blank_41
143,152,9,fall_2022_tsds_peims_county_district_campus_number
152,154,2,blank_43
154,156,2,fall_2022_tsds_peims_studentattribution_code
156,162,6,family_portal_unique_accesscode
162,163,1,migrant_student_in_texas_migrantinterstate_program_(tmip)
163,164,1,fall_2022_tsds_peims_military_connected_student_code
164,165,1,fall_2022_tsds_peims_foster_careindicator_code
165,185,20,blank_50
185,186,1,fall_2022_tsds_peims_dyslexia_indicator_code
186,189,3,blank_52
189,190,1,new_to_texas
190,200,10,tx_unique_student_id
200,204,4,local_use_reading_language_arts
204,208,4,local_use_mathematics
208,212,4,blank_58
212,216,4,local_use_social_studies
216,220,4,local_use_science
220,221,1,agency_use_code_a_readinglanguage_arts
221,222,1,agency_use_code_b_readinglanguage_arts
222,223,1,agency_use_code_c_readinglanguage_arts
223,224,1,agency_use_code_d_readinglanguage_arts
224,225,1,agency_use_code_e_readinglanguage_arts
225,226,1,agency_use_code_a_mathematics
226,227,1,agency_use_code_b_mathematics
227,228,1,agency_use_code_c_mathematics
228,229,1,agency_use_code_d_mathematics
229,230,1,agency_use_code_e_mathematics
230,235,5,blank_71
235,236,1,agency_use_code_a_social_studies
236,237,1,agency_use_code_b_social_studies
237,238,1,agency_use_code_c_social_studies
238,239,1,agency_use_code_d_social_studies
239,240,1,agency_use_code_e_social_studies
240,241,1,agency_use_code_a_science
241,242,1,agency_use_code_b_science
242,243,1,agency_use_code_c_science
243,244,1,agency_use_code_d_science
244,245,1,agency_use_code_e_science
245,350,105,blank_83
350,351,1,score_code_reading_language_arts
351,352,1,score_code_mathematics
352,353,1,blank_87
353,354,1,score_code_social_studies
354,355,1,score_code_science
355,400,45,blank_90
400,402,2,reading_language_arts_reportingcategory_1_scores
402,404,2,reading_language_arts_reportingcategory_2_scores
404,406,2,performance_level_indicator_reading_language_arts
406,408,2,reading_language_arts_raw_score
408,412,4,reading_language_arts_scale_score
412,413,1,blank_97
413,414,1,reading_language_arts_test_version
414,415,1,blank_100
415,416,1,reading_language_arts_translatedstudent_materials
416,423,7,blank_102
423,424,1,level_ii__satisfactory_academicperformance_in_reading_languagearts
424,425,1,level_iii__accomplished_academicperformance_in_reading_languagearts
425,450,25,blank_105
450,470,20,item_reporting_category_numbers__reading_language_arts
470,502,32,blank_107
502,522,20,item_student_responses_readinglanguage_arts
522,650,128,blank_109
650,651,1,color_or_highlight_111
651,652,1,color_overlays_112
652,653,1,blank_113
653,654,1,photographs_or_objects_114
654,655,1,textured_materials_115
655,656,1,demonstrate_116
656,657,1,raise_or_darken_outline_117
657,658,1,enlarge_119
